Symbol,Maturity,Strike,Bid,Ask
TSLA,0.5,106.66666666666667,13.82792172921053,14.814418813057198
TSLA,0.5,111.11111111111111,13.056921860691066,13.982825007881022
TSLA,0.5,115.55555555555556,13.314896256024703,13.853917231907424
TSLA,0.5,120.0,12.466129158453818,13.435720451903226
TSLA,1.0,80.0,13.167183368693957,13.742995539398636
TSLA,1.0,84.44444444444444,13.148370485446222,14.057736618633971
TSLA,1.0,88.88888888888889,12.922116943984287,13.91121457787524
TSLA,1.0,93.33333333333333,13.784797394620062,14.471819578844054
TSLA,1.0,97.77777777777777,15.596856871284317,16.21800763496209
TSLA,1.0,102.22222222222223,14.515579120441776,14.997719283453135
TSLA,1.0,106.66666666666667,13.74813965124635,14.454931040774222
TSLA,1.0,111.11111111111111,13.8623345170832,14.396924734468042
TSLA,1.0,115.55555555555556,13.22275416781854,13.822641259035723
TSLA,1.0,120.0,12.89176010110374,13.340420935096537
TSLA,1.5,80.0,12.04822325508134,12.527715835936128
TSLA,1.5,84.44444444444444,12.9817563482273,13.413812657299395
TSLA,1.5,88.88888888888889,13.393601526104504,13.841314775656556
TSLA,1.5,93.33333333333333,14.314477446192463,14.768239266735627
TSLA,1.5,97.77777777777777,13.87352472186279,14.52584840187085
TSLA,1.5,102.22222222222223,14.801166191235598,15.535587466029948
TSLA,1.5,106.66666666666667,14.265364327150769,14.827561070293998
TSLA,1.5,111.11111111111111,13.987898066616673,14.46678774619135
TSLA,1.5,115.55555555555556,13.099368710879062,13.65663960042287
TSLA,1.5,120.0,12.514262390258992,13.18794673033928
TSLA,2.0,80.0,13.291110128416909,13.86122143636621
TSLA,2.0,84.44444444444444,13.67027565369282,14.29823182723289
TSLA,2.0,88.88888888888889,13.932366904185296,14.366475750045241
TSLA,2.0,93.33333333333333,13.636340175909302,14.454538520944295
TSLA,2.0,97.77777777777777,14.845720384009264,15.401373922616477
TSLA,2.0,102.22222222222223,14.813008408226011,15.437296290985547
TSLA,2.0,106.66666666666667,13.230608294900424,13.85311997443116
TSLA,2.0,111.11111111111111,13.9349622943868,14.453194862498183
TSLA,2.0,115.55555555555556,12.706348659848006,13.586226190590375
TSLA,2.0,120.0,12.750629417769236,13.196803285961217
